Origin,Destination,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month
MELBOURNE,SYDNEY,44105,11089,366,40.1,706,7828834,19536432,27672,2020,10
MELBOURNE,SYDNEY,44136,58399,729,63.4,706,41229694,65026836,92106,2020,11
MELBOURNE,SYDNEY,44166,182987,1910,59,706,129268127,219050118,310014,2020,12
MELBOURNE,TOWNSVILLE,43466,0,0,0,2055,0,0,0,2019,1
MELBOURNE,TOWNSVILLE,43497,0,0,0,2055,0,0,0,2019,2
MELBOURNE,TOWNSVILLE,43525,0,0,0,2055,0,0,0,2019,3
MELBOURNE,TOWNSVILLE,43556,0,0,0,2055,0,0,0,2019,4
MELBOURNE,TOWNSVILLE,43586,0,0,0,2055,0,0,0,2019,5
MELBOURNE,TOWNSVILLE,43617,0,0,0,2055,0,0,0,2019,6
MELBOURNE,TOWNSVILLE,43647,0,0,0,2055,0,0,0,2019,7
MELBOURNE,TOWNSVILLE,43678,0,0,0,2055,0,0,0,2019,8
MELBOURNE,TOWNSVILLE,43709,0,0,0,2055,0,0,0,2019,9
MELBOURNE,TOWNSVILLE,43739,0,0,0,2055,0,0,0,2019,10
MELBOURNE,TOWNSVILLE,43770,0,0,0,2055,0,0,0,2019,11
MELBOURNE,TOWNSVILLE,43800,0,0,0,2055,0,0,0,2019,12
MELBOURNE,TOWNSVILLE,43831,0,0,0,2055,0,0,0,2020,1
MELBOURNE,TOWNSVILLE,43862,0,0,0,2055,0,0,0,2020,2
MELBOURNE,TOWNSVILLE,43891,0,0,0,2055,0,0,0,2020,3
MELBOURNE,TOWNSVILLE,43922,0,0,0,2055,0,0,0,2020,4
MELBOURNE,TOWNSVILLE,43952,0,0,0,2055,0,0,0,2020,5
MELBOURNE,TOWNSVILLE,43983,0,0,0,2055,0,0,0,2020,6
MELBOURNE,TOWNSVILLE,44013,0,0,0,2055,0,0,0,2020,7
MELBOURNE,TOWNSVILLE,44044,0,0,0,2055,0,0,0,2020,8
MELBOURNE,TOWNSVILLE,44075,0,0,0,2055,0,0,0,2020,9
MELBOURNE,TOWNSVILLE,44105,0,0,0,2055,0,0,0,2020,10
MELBOURNE,TOWNSVILLE,44136,0,0,0,2055,0,0,0,2020,11
MELBOURNE,TOWNSVILLE,44166,0,0,0,2055,0,0,0,2020,12
GOLD COAST,SYDNEY,43466,264968,1609,91.7,680,180178240,196554000,289050,2019,1
GOLD COAST,SYDNEY,43497,202044,1262,90.5,680,137389920,151888200,223365,2019,2
GOLD COAST,SYDNEY,43525,217522,1408,87.5,680,147914960,169050040,248603,2019,3
GOLD COAST,SYDNEY,43556,227621,1578,84,680,154782280,184231720,270929,2019,4
GOLD COAST,SYDNEY,43586,206393,1478,81.1,680,140347240,173091280,254546,2019,5
GOLD COAST,SYDNEY,43617,198319,1440,79.9,680,134856920,168793680,248226,2019,6
GOLD COAST,SYDNEY,43647,235419,1587,86.1,680,160084920,185870520,273339,2019,7
GOLD COAST,SYDNEY,43678,217246,1463,86,680,147727280,171793840,252638,2019,8
GOLD COAST,SYDNEY,43709,227457,1528,86.2,680,154670760,179531560,264017,2019,9
GOLD COAST,SYDNEY,43739,255206,1591,91.8,680,173540080,189097800,278085,2019,10
GOLD COAST,SYDNEY,43770,233161,1456,91.2,680,158549480,173878720,255704,2019,11
GOLD COAST,SYDNEY,43800,247753,1570,88.1,680,168472040,191136440,281083,2019,12
GOLD COAST,SYDNEY,43831,275559,1696,90.8,680,187380120,206350080,303456,2020,1
GOLD COAST,SYDNEY,43862,197130,1329,84.5,680,134048400,158655560,233317,2020,2
GOLD COAST,SYDNEY,43891,130820,1066,70.7,680,88957600,125902680,185151,2020,3
GOLD COAST,SYDNEY,43922,1518,44,19.7,680,1032240,5232600,7695,2020,4
GOLD COAST,SYDNEY,43952,0,0,0,680,0,0,0,2020,5
GOLD COAST,SYDNEY,43983,5089,44,65,680,3460520,5320320,7824,2020,6
GOLD COAST,SYDNEY,44013,34335,248,76.2,680,23347800,30646920,45069,2020,7
GOLD COAST,SYDNEY,44044,2398,36,38.1,680,1630640,4282640,6298,2020,8
GOLD COAST,SYDNEY,44075,0,0,0,680,0,0,0,2020,9
GOLD COAST,SYDNEY,44105,0,0,0,680,0,0,0,2020,10
GOLD COAST,SYDNEY,44136,0,0,0,680,0,0,0,2020,11
GOLD COAST,SYDNEY,44166,54892,484,66.9,680,37326560,55819840,82088,2020,12
PERTH,PORT HEDLAND,43466,30397,368,62.9,1312,39880864,63364352,48296,2019,1
PERTH,PORT HEDLAND,43497,27815,339,62.7,1312,36493280,58171456,44338,2019,2
PERTH,PORT HEDLAND,43525,27484,345,61.6,1312,36059008,58534880,44615,2019,3
PERTH,PORT HEDLAND,43556,30685,394,59.5,1312,40258720,67704448,51604,2019,4
PERTH,PORT HEDLAND,43586,33065,425,59.8,1312,43381280,72522112,55276,2019,5
PERTH,PORT HEDLAND,43617,29318,379,59.3,1312,38465216,64852160,49430,2019,6
PERTH,PORT HEDLAND,43647,36330,423,66.4,1312,47664960,71786080,54715,2019,7
PERTH,PORT HEDLAND,43678,33232,392,67,1312,43600384,65106688,49624,2019,8
PERTH,PORT HEDLAND,43709,32415,396,64.5,1312,42528480,65924064,50247,2019,9
PERTH,PORT HEDLAND,43739,35178,414,65,1312,46153536,71004128,54119,2019,10
PERTH,PORT HEDLAND,43770,32882,374,66.5,1312,43141184,64871840,49445,2019,11
PERTH,PORT HEDLAND,43800,29642,379,59.9,1312,38890304,64888896,49458,2019,12
PERTH,PORT HEDLAND,43831,30268,378,60.8,1312,39711616,65349408,49809,2020,1
PERTH,PORT HEDLAND,43862,30938,358,64.7,1312,40590656,62754272,47831,2020,2
PERTH,PORT HEDLAND,43891,27898,394,53,1312,36602176,69020384,52607,2020,3
PERTH,PORT HEDLAND,43922,5045,112,31.9,1312,6619040,20723040,15795,2020,4
PERTH,PORT HEDLAND,43952,2877,47,49.8,1312,3774624,7582048,5779,2020,5
PERTH,PORT HEDLAND,43983,6143,70,62.3,1312,8059616,12938944,9862,2020,6
PERTH,PORT HEDLAND,44013,12895,146,63.5,1312,16918240,26662464,20322,2020,7
PERTH,PORT HEDLAND,44044,12694,152,54.2,1312,16654528,30734912,23426,2020,8
PERTH,PORT HEDLAND,44075,15260,193,53.9,1312,20021120,37142720,28310,2020,9
PERTH,PORT HEDLAND,44105,17005,240,46.8,1312,22310560,47680704,36342,2020,10
PERTH,PORT HEDLAND,44136,24455,287,56,1312,32084960,57245184,43632,2020,11
PERTH,PORT HEDLAND,44166,24271,340,50.8,1312,31843552,62670304,47767,2020,12
PERTH,SYDNEY,43466,151523,790,86.5,3284,497601532,575287836,175179,2019,1
PERTH,SYDNEY,43497,124387,699,82.3,3284,408486908,496087608,151062,2019,2
PERTH,SYDNEY,43525,140867,782,83.2,3284,462607228,556050164,169321,2019,3
PERTH,SYDNEY,43556,142360,745,85.9,3284,467510240,543955192,165638,2019,4
PERTH,SYDNEY,43586,133040,742,81.2,3284,436903360,538306712,163918,2019,5
PERTH,SYDNEY,43617,124608,707,79.3,3284,409212672,515847436,157079,2019,6
PERTH,SYDNEY,43647,147114,776,84.2,3284,483122376,573780480,174720,2019,7
PERTH,SYDNEY,43678,133503,729,83.1,3284,438423852,527709244,160691,2019,8
PERTH,SYDNEY,43709,135822,740,83.2,3284,446039448,535922528,163192,2019,9
PERTH,SYDNEY,43739,157973,770,89.8,3284,518783332,577580068,175877,2019,10
PERTH,SYDNEY,43770,143128,731,87.7,3284,470032352,536030900,163225,2019,11
PERTH,SYDNEY,43800,157706,795,89.7,3284,517906504,577258236,175779,2019,12
PERTH,SYDNEY,43831,148044,755,88.6,3284,486176496,548881192,167138,2020,1
PERTH,SYDNEY,43862,126619,703,82.1,3284,415816796,506169488,154132,2020,2
PERTH,SYDNEY,43891,94861,664,64.8,3284,311523524,480915528,146442,2020,3
PERTH,SYDNEY,43922,5249,83,29.2,3284,17237716,59115284,18001,2020,4
PERTH,SYDNEY,43952,7100,62,41.3,3284,23316400,56432256,17184,2020,5
PERTH,SYDNEY,43983,8973,100,39.3,3284,29467332,74921176,22814,2020,6
PERTH,SYDNEY,44013,8591,126,34.8,3284,28212844,81026132,24673,2020,7
PERTH,SYDNEY,44044,3913,100,21.5,3284,12850292,59749096,18194,2020,8
PERTH,SYDNEY,44075,4228,95,23.8,3284,13884752,58261444,17741,2020,9
PERTH,SYDNEY,44105,0,0,0,3284,0,0,0,2020,10
PERTH,SYDNEY,44136,0,0,0,3284,0,0,0,2020,11
PERTH,SYDNEY,44166,18286,219,45,3284,60051224,133438772,40633,2020,12
PERTH,NEWMAN,43466,25658,343,54.3,1019,26145502,48131446,47234,2019,1
PERTH,NEWMAN,43497,25862,319,62.2,1019,26353378,42363906,41574,2019,2
PERTH,NEWMAN,43525,27027,338,61.5,1019,27540513,44756518,43922,2019,3
PERTH,NEWMAN,43556,29296,364,57.9,1019,29852624,51533887,50573,2019,4
PERTH,NEWMAN,43586,30527,379,57.8,1019,31107013,53808295,52805,2019,5
PERTH,NEWMAN,43617,27533,338,58.9,1019,28056127,47638250,46750,2019,6
PERTH,NEWMAN,43647,31563,378,58.5,1019,32162697,54967917,53943,2019,7
PERTH,NEWMAN,43678,30199,361,59.3,1019,30772781,51908879,50941,2019,8
PERTH,NEWMAN,43709,29139,349,60.6,1019,29692641,49020014,48106,2019,9
PERTH,NEWMAN,43739,32714,386,60.5,1019,33335566,55068798,54042,2019,10
PERTH,NEWMAN,43770,30540,336,64.3,1019,31120260,48396386,47494,2019,11
PERTH,NEWMAN,43800,27432,332,56.8,1019,27953208,49244194,48326,2019,12
PERTH,NEWMAN,43831,26738,340,54.6,1019,27246022,49888202,48958,2020,1
PERTH,NEWMAN,43862,29022,334,59,1019,29573418,50132762,49198,2020,2
PERTH,NEWMAN,43891,19476,266,48.7,1019,19846044,40757962,39998,2020,3
PERTH,NEWMAN,43922,3946,102,29.3,1019,4020974,13741215,13485,2020,4
PERTH,NEWMAN,43952,2871,42,55.7,1019,2925549,5251926,5154,2020,5
PERTH,NEWMAN,43983,4195,56,51.8,1019,4274705,8249824,8096,2020,6
PERTH,NEWMAN,44013,6549,82,53.5,1019,6673431,12472560,12240,2020,7
PERTH,NEWMAN,44044,6023,68,55.1,1019,6137437,11135632,10928,2020,8
PERTH,NEWMAN,44075,10796,138,49.4,1019,11001124,22254960,21840,2020,9
PERTH,NEWMAN,44105,12747,173,47.4,1019,12989193,27421290,26910,2020,10
PERTH,NEWMAN,44136,19991,276,45.4,1019,20370829,44900197,44063,2020,11
PERTH,NEWMAN,44166,24418,353,42.6,1019,24881942,58447802,57358,2020,12
PROSERPINE,SYDNEY,43466,10653,69,85.3,1517,16160601,18950364,12492,2019,1
PROSERPINE,SYDNEY,43497,7468,52,79.3,1517,11328956,14290140,9420,2019,2
PROSERPINE,SYDNEY,43525,8183,60,74.9,1517,12413611,16565640,10920,2019,3
PROSERPINE,SYDNEY,43556,9541,64,82.1,1517,14473697,17621472,11616,2019,4
PROSERPINE,SYDNEY,43586,9069,70,71.2,1517,13757673,19314444,12732,2019,5
PROSERPINE,SYDNEY,43617,8486,65,71.9,1517,12873262,17903634,11802,2019,6
PROSERPINE,SYDNEY,43647,9976,66,83.2,1517,15133592,18185796,11988,2019,7
PROSERPINE,SYDNEY,43678,9563,62,85,1517,14507071,17075352,11256,2019,8
PROSERPINE,SYDNEY,43709,9697,63,84.8,1517,14710349,17339310,11430,2019,9
PROSERPINE,SYDNEY,43739,11398,70,89.4,1517,17290766,19332648,12744,2019,10
PROSERPINE,SYDNEY,43770,9812,60,89.9,1517,14884804,16565640,10920,2019,11
PROSERPINE,SYDNEY,43800,9407,61,84.6,1517,14270419,16866006,11118,2019,12
PROSERPINE,SYDNEY,43831,10090,64,86.6,1517,15306530,17676084,11652,2020,1
PROSERPINE,SYDNEY,43862,0,0,0,1517,0,0,0,2020,2
PROSERPINE,SYDNEY,43891,0,0,0,1517,0,0,0,2020,3
PROSERPINE,SYDNEY,43922,0,0,0,1517,0,0,0,2020,4
PROSERPINE,SYDNEY,43952,0,0,0,1517,0,0,0,2020,5
PROSERPINE,SYDNEY,43983,0,0,0,1517,0,0,0,2020,6
PROSERPINE,SYDNEY,44013,0,0,0,1517,0,0,0,2020,7
PROSERPINE,SYDNEY,44044,0,0,0,1517,0,0,0,2020,8
PROSERPINE,SYDNEY,44075,0,0,0,1517,0,0,0,2020,9
PROSERPINE,SYDNEY,44105,0,0,0,1517,0,0,0,2020,10
PROSERPINE,SYDNEY,44136,0,0,0,1517,0,0,0,2020,11
PROSERPINE,SYDNEY,44166,0,0,0,1517,0,0,0,2020,12
PORT MACQUARIE,SYDNEY,43466,14342,307,70.1,321,4603782,6571191,20471,2019,1
PORT MACQUARIE,SYDNEY,43497,14175,300,70.7,321,4550175,6436371,20051,2019,2
PORT MACQUARIE,SYDNEY,43525,16343,332,73.8,321,5246103,7113039,22159,2019,3
PORT MACQUARIE,SYDNEY,43556,15445,318,70.8,321,4957845,7004541,21821,2019,4
PORT MACQUARIE,SYDNEY,43586,16872,351,71.6,321,5415912,7567575,23575,2019,5
PORT MACQUARIE,SYDNEY,43617,15154,320,72.6,321,4864434,6699912,20872,2019,6
PORT MACQUARIE,SYDNEY,43647,16033,354,68,321,5146593,7572390,23590,2019,7
PORT MACQUARIE,SYDNEY,43678,16200,348,72.2,321,5200200,7200993,22433,2019,8
PORT MACQUARIE,SYDNEY,43709,16172,356,70.8,321,5191212,7334208,22848,2019,9
PORT MACQUARIE,SYDNEY,43739,17729,365,75.5,321,5691009,7534191,23471,2019,10
PORT MACQUARIE,SYDNEY,43770,15960,315,78,321,5123160,6564129,20449,2019,11
PORT MACQUARIE,SYDNEY,43800,16440,328,77.1,321,5277240,6846930,21330,2019,12
PORT MACQUARIE,SYDNEY,43831,14785,299,76.8,321,4745985,6176040,19240,2020,1
PORT MACQUARIE,SYDNEY,43862,13978,296,74.3,321,4486938,6036084,18804,2020,2
PORT MACQUARIE,SYDNEY,43891,10334,317,58.2,321,3317214,5695824,17744,2020,3
PORT MACQUARIE,SYDNEY,43922,0,0,0,321,0,0,0,2020,4
PORT MACQUARIE,SYDNEY,43952,0,0,0,321,0,0,0,2020,5
PORT MACQUARIE,SYDNEY,43983,0,0,0,321,0,0,0,2020,6
PORT MACQUARIE,SYDNEY,44013,0,0,0,321,0,0,0,2020,7
PORT MACQUARIE,SYDNEY,44044,0,0,0,321,0,0,0,2020,8
PORT MACQUARIE,SYDNEY,44075,0,0,0,321,0,0,0,2020,9
PORT MACQUARIE,SYDNEY,44105,0,0,0,321,0,0,0,2020,10
PORT MACQUARIE,SYDNEY,44136,0,0,0,321,0,0,0,2020,11
PORT MACQUARIE,SYDNEY,44166,0,0,0,321,0,0,0,2020,12
BALLINA,SYDNEY,43466,45817,304,85.7,612,28040004,32711400,53450,2019,1
BALLINA,SYDNEY,43497,30394,233,85.5,612,18601128,21757212,35551,2019,2
BALLINA,SYDNEY,43525,35714,268,86.6,612,21856968,25251120,41260,2019,3
BALLINA,SYDNEY,43556,39240,305,81.2,612,24014880,29568168,48314,2019,4
BALLINA,SYDNEY,43586,30515,256,79.8,612,18675180,23415120,38260,2019,5
BALLINA,SYDNEY,43617,29405,247,78.5,612,17995860,22916952,37446,2019,6
BALLINA,SYDNEY,43647,37647,299,81.1,612,23039964,28405368,46414,2019,7
BALLINA,SYDNEY,43678,33058,265,81.2,612,20231496,24918192,40716,2019,8
BALLINA,SYDNEY,43709,35867,278,84.3,612,21950604,26038152,42546,2019,9
BALLINA,SYDNEY,43739,39668,288,89,612,24276816,27270720,44560,2019,10
BALLINA,SYDNEY,43770,34762,257,88.5,612,21274344,24028344,39262,2019,11
BALLINA,SYDNEY,43800,41190,292,85.3,612,25208280,29557152,48296,2019,12
BALLINA,SYDNEY,43831,46982,311,84.9,612,28752984,33883992,55366,2020,1
BALLINA,SYDNEY,43862,32604,248,83.8,612,19953648,23820264,38922,2020,2
BALLINA,SYDNEY,43891,22563,218,67.7,612,13808556,20385720,33310,2020,3
BALLINA,SYDNEY,43922,0,0,0,612,0,0,0,2020,4
BALLINA,SYDNEY,43952,2367,32,62.1,612,1448604,2334168,3814,2020,5
BALLINA,SYDNEY,43983,5583,72,85.9,612,3416796,3979836,6503,2020,6
BALLINA,SYDNEY,44013,26844,258,77.3,612,16428528,21239460,34705,2020,7
BALLINA,SYDNEY,44044,26626,268,75.4,612,16295112,21612168,35314,2020,8
BALLINA,SYDNEY,44075,35315,311,85.2,612,21612780,25380864,41472,2020,9
BALLINA,SYDNEY,44105,49871,434,88.8,612,30521052,34386444,56187,2020,10
BALLINA,SYDNEY,44136,52504,432,87.2,612,32132448,36854028,60219,2020,11
BALLINA,SYDNEY,44166,52850,508,67.8,612,32344200,47695608,77934,2020,12
SYDNEY,TAMWORTH,43466,13152,346,57.9,320,4208640,7270080,22719,2019,1
SYDNEY,TAMWORTH,43497,12179,320,59.3,320,3897280,6567360,20523,2019,2
SYDNEY,TAMWORTH,43525,15013,356,65.1,320,4804160,7379840,23062,2019,3
SYDNEY,TAMWORTH,43556,14099,340,64.8,320,4511680,6964800,21765,2019,4
SYDNEY,TAMWORTH,43586,15440,365,65.8,320,4940800,7507840,23462,2019,5
SYDNEY,TAMWORTH,43617,14047,333,66.1,320,4495040,6797120,21241,2019,6
SYDNEY,TAMWORTH,43647,14404,367,60.9,320,4609280,7569600,23655,2019,7
SYDNEY,TAMWORTH,43678,14887,346,67.4,320,4763840,7066560,22083,2019,8
SYDNEY,TAMWORTH,43709,15271,339,71.1,320,4886720,6868480,21464,2019,9
SYDNEY,TAMWORTH,43739,15764,370,67.2,320,5044480,7503680,23449,2019,10
SYDNEY,TAMWORTH,43770,16383,386,70.4,320,5242560,7447360,23273,2019,11
SYDNEY,TAMWORTH,43800,13651,346,64.4,320,4368320,6783360,21198,2019,12
SYDNEY,TAMWORTH,43831,13401,349,62,320,4288320,6914560,21608,2020,1
SYDNEY,TAMWORTH,43862,13240,353,61.2,320,4236800,6919040,21622,2020,2
SYDNEY,TAMWORTH,43891,9023,315,47.7,320,2887360,6051200,18910,2020,3
SYDNEY,TAMWORTH,43922,0,0,0,320,0,0,0,2020,4
SYDNEY,TAMWORTH,43952,0,0,0,320,0,0,0,2020,5
SYDNEY,TAMWORTH,43983,0,0,0,320,0,0,0,2020,6
SYDNEY,TAMWORTH,44013,0,0,0,320,0,0,0,2020,7
SYDNEY,TAMWORTH,44044,0,0,0,320,0,0,0,2020,8
SYDNEY,TAMWORTH,44075,0,0,0,320,0,0,0,2020,9
SYDNEY,TAMWORTH,44105,0,0,0,320,0,0,0,2020,10
SYDNEY,TAMWORTH,44136,0,0,0,320,0,0,0,2020,11
SYDNEY,TAMWORTH,44166,0,0,0,320,0,0,0,2020,12
SYDNEY,TOWNSVILLE,43466,15146,108,78.4,1690,25596740,32664320,19328,2019,1
SYDNEY,TOWNSVILLE,43497,8515,74,66.3,1690,14390350,21696220,12838,2019,2
SYDNEY,TOWNSVILLE,43525,11307,82,78.6,1690,19108830,24315720,14388,2019,3
SYDNEY,TOWNSVILLE,43556,15246,106,82,1690,25765740,31420480,18592,2019,4
SYDNEY,TOWNSVILLE,43586,12601,94,74.1,1690,21295690,28757040,17016,2019,5
SYDNEY,TOWNSVILLE,43617,11982,82,81.8,1690,20249580,24761880,14652,2019,6
SYDNEY,TOWNSVILLE,43647,19142,124,86.9,1690,32349980,37213800,22020,2019,7
SYDNEY,TOWNSVILLE,43678,16490,114,82.1,1690,27868100,33935200,20080,2019,8
SYDNEY,TOWNSVILLE,43709,16365,112,83.2,1690,27656850,33259200,19680,2019,9
SYDNEY,TOWNSVILLE,43739,16535,108,85.7,1690,27944150,32600100,19290,2019,10
SYDNEY,TOWNSVILLE,43770,13662,100,80.1,1690,23088780,28824640,17056,2019,11
SYDNEY,TOWNSVILLE,43800,16486,111,83.6,1690,27861340,33313280,19712,2019,12
SYDNEY,TOWNSVILLE,43831,14360,104,79.8,1690,24268400,30416620,17998,2020,1
SYDNEY,TOWNSVILLE,43862,8097,64,74,1690,13683930,18485220,10938,2020,2
SYDNEY,TOWNSVILLE,43891,6579,58,66.1,1690,11118510,16825640,9956,2020,3
SYDNEY,TOWNSVILLE,43922,0,0,0,1690,0,0,0,2020,4
SYDNEY,TOWNSVILLE,43952,0,0,0,1690,0,0,0,2020,5
SYDNEY,TOWNSVILLE,43983,0,0,0,1690,0,0,0,2020,6
SYDNEY,TOWNSVILLE,44013,0,0,0,1690,0,0,0,2020,7
SYDNEY,TOWNSVILLE,44044,0,0,0,1690,0,0,0,2020,8
SYDNEY,TOWNSVILLE,44075,0,0,0,1690,0,0,0,2020,9
SYDNEY,TOWNSVILLE,44105,0,0,0,1690,0,0,0,2020,10
SYDNEY,TOWNSVILLE,44136,0,0,0,1690,0,0,0,2020,11
SYDNEY,TOWNSVILLE,44166,0,0,0,1690,0,0,0,2020,12
SYDNEY,WAGGA WAGGA,43466,10837,280,66.2,367,3977179,6005588,16364,2019,1
SYDNEY,WAGGA WAGGA,43497,12637,390,62.8,367,4637779,7382939,20117,2019,2
SYDNEY,WAGGA WAGGA,43525,15406,470,65.2,367,5654002,8677348,23644,2019,3
SYDNEY,WAGGA WAGGA,43556,14445,425,66.8,367,5301315,7940779,21637,2019,4
SYDNEY,WAGGA WAGGA,43586,16217,488,66.8,367,5951639,8908191,24273,2019,5
SYDNEY,WAGGA WAGGA,43617,15029,457,67.2,367,5515643,8211625,22375,2019,6
SYDNEY,WAGGA WAGGA,43647,15591,493,62.5,367,5721897,9150778,24934,2019,7
SYDNEY,WAGGA WAGGA,43678,16546,474,68.7,367,6072382,8841764,24092,2019,8
SYDNEY,WAGGA WAGGA,43709,16646,490,67.9,367,6109082,8998840,24520,2019,9
SYDNEY,WAGGA WAGGA,43739,17146,503,68.5,367,6292582,9180138,25014,2019,10
SYDNEY,WAGGA WAGGA,43770,16171,468,69.2,367,5934757,8574588,23364,2019,11
SYDNEY,WAGGA WAGGA,43800,14009,392,69.8,367,5141303,7362387,20061,2019,12
SYDNEY,WAGGA WAGGA,43831,11189,290,70.5,367,4106363,5828327,15881,2020,1
SYDNEY,WAGGA WAGGA,43862,13634,427,64.5,367,5003678,7761316,21148,2020,2
SYDNEY,WAGGA WAGGA,43891,9344,385,49.5,367,3429248,6925657,18871,2020,3
SYDNEY,WAGGA WAGGA,43922,269,48,11.8,367,98723,838595,2285,2020,4
SYDNEY,WAGGA WAGGA,43952,549,37,27.8,367,201483,723724,1972,2020,5
SYDNEY,WAGGA WAGGA,43983,0,0,0,367,0,0,0,2020,6
SYDNEY,WAGGA WAGGA,44013,0,0,0,367,0,0,0,2020,7
SYDNEY,WAGGA WAGGA,44044,0,0,0,367,0,0,0,2020,8
SYDNEY,WAGGA WAGGA,44075,0,0,0,367,0,0,0,2020,9
SYDNEY,WAGGA WAGGA,44105,0,0,0,367,0,0,0,2020,10
SYDNEY,WAGGA WAGGA,44136,0,0,0,367,0,0,0,2020,11
SYDNEY,WAGGA WAGGA,44166,0,0,0,367,0,0,0,2020,12
