Origin,Destination,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month
AYERS ROCK,SYDNEY,43647,18621,124,83.7,2181,40612401,48522888,22248,2019,7
AYERS ROCK,SYDNEY,43678,19685,124,88.8,2181,42932985,48326598,22158,2019,8
AYERS ROCK,SYDNEY,43709,18580,120,86.4,2181,40522980,46926396,21516,2019,9
AYERS ROCK,SYDNEY,43739,18614,123,84.1,2181,40597134,48278616,22136,2019,10
AYERS ROCK,SYDNEY,43770,14341,110,73,2181,31277721,42843564,19644,2019,11
AYERS ROCK,SYDNEY,43800,11134,114,54.9,2181,24283254,44206689,20269,2019,12
AYERS ROCK,SYDNEY,43831,11470,114,56.7,2181,25016070,44143440,20240,2020,1
AYERS ROCK,SYDNEY,43862,9602,104,52.7,2181,20941962,39737820,18220,2020,2
AYERS ROCK,SYDNEY,43891,8217,91,50.8,2181,17921277,35262408,16168,2020,3
AYERS ROCK,SYDNEY,43922,0,0,0,2181,0,0,0,2020,4
AYERS ROCK,SYDNEY,43952,0,0,0,2181,0,0,0,2020,5
AYERS ROCK,SYDNEY,43983,0,0,0,2181,0,0,0,2020,6
AYERS ROCK,SYDNEY,44013,0,0,0,2181,0,0,0,2020,7
AYERS ROCK,SYDNEY,44044,0,0,0,2181,0,0,0,2020,8
AYERS ROCK,SYDNEY,44075,0,0,0,2181,0,0,0,2020,9
AYERS ROCK,SYDNEY,44105,0,0,0,2181,0,0,0,2020,10
AYERS ROCK,SYDNEY,44136,0,0,0,2181,0,0,0,2020,11
AYERS ROCK,SYDNEY,44166,0,0,0,2181,0,0,0,2020,12
BUNDABERG,BRISBANE,43466,11095,278,61.7,287,3184265,5163704,17992,2019,1
BUNDABERG,BRISBANE,43497,11209,278,62.9,287,3216983,5116636,17828,2019,2
BUNDABERG,BRISBANE,43525,12875,304,66.2,287,3695125,5585020,19460,2019,3
BUNDABERG,BRISBANE,43556,12578,296,67.6,287,3609886,5338200,18600,2019,4
BUNDABERG,BRISBANE,43586,13183,306,69.6,287,3783521,5439224,18952,2019,5
BUNDABERG,BRISBANE,43617,12650,292,68.8,287,3630550,5278791,18393,2019,6
BUNDABERG,BRISBANE,43647,13355,312,67.7,287,3832885,5658492,19716,2019,7
BUNDABERG,BRISBANE,43678,13344,308,69.4,287,3829728,5518436,19228,2019,8
BUNDABERG,BRISBANE,43709,13492,300,72.4,287,3872204,5351976,18648,2019,9
BUNDABERG,BRISBANE,43739,14211,308,73.2,287,4078557,5573540,19420,2019,10
BUNDABERG,BRISBANE,43770,12929,300,68.8,287,3710623,5391008,18784,2019,11
BUNDABERG,BRISBANE,43800,12727,291,70.4,287,3652649,5188673,18079,2019,12
BUNDABERG,BRISBANE,43831,11110,271,67,287,3188570,4760182,16586,2020,1
BUNDABERG,BRISBANE,43862,11476,272,68.2,287,3293612,4827914,16822,2020,2
BUNDABERG,BRISBANE,43891,8209,253,52.1,287,2355983,4525990,15770,2020,3
BUNDABERG,BRISBANE,43922,423,50,11.3,287,121401,1075676,3748,2020,4
BUNDABERG,BRISBANE,43952,0,0,0,287,0,0,0,2020,5
BUNDABERG,BRISBANE,43983,0,0,0,287,0,0,0,2020,6
BUNDABERG,BRISBANE,44013,0,0,0,287,0,0,0,2020,7
BUNDABERG,BRISBANE,44044,0,0,0,287,0,0,0,2020,8
BUNDABERG,BRISBANE,44075,0,0,0,287,0,0,0,2020,9
BUNDABERG,BRISBANE,44105,0,0,0,287,0,0,0,2020,10
BUNDABERG,BRISBANE,44136,0,0,0,287,0,0,0,2020,11
BUNDABERG,BRISBANE,44166,0,0,0,287,0,0,0,2020,12
BROOME,PERTH,43466,22472,293,67.5,1677,37685544,55823976,33288,2019,1
BROOME,PERTH,43497,18021,254,62,1677,30221217,48742005,29065,2019,2
BROOME,PERTH,43525,22083,283,66.9,1677,37033191,55362801,33013,2019,3
BROOME,PERTH,43556,27724,317,74.6,1677,46493148,62322351,37163,2019,4
BROOME,PERTH,43586,28751,331,75.5,1677,48215427,63892023,38099,2019,5
BROOME,PERTH,43617,30424,325,79.3,1677,51021048,64339782,38366,2019,6
BROOME,PERTH,43647,34630,341,88.7,1677,58074510,65438217,39021,2019,7
BROOME,PERTH,43678,33666,338,84.2,1677,56457882,67029690,39970,2019,8
BROOME,PERTH,43709,31534,328,83.9,1677,52882518,63026691,37583,2019,9
BROOME,PERTH,43739,31472,337,81.2,1677,52778544,65022321,38773,2019,10
BROOME,PERTH,43770,25027,277,75,1677,41970279,55984968,33384,2019,11
BROOME,PERTH,43800,23000,292,67.2,1677,38571000,57391971,34223,2019,12
BROOME,PERTH,43831,21701,278,65.6,1677,36392577,55475160,33080,2020,1
BROOME,PERTH,43862,18287,268,58.1,1677,30667299,52791960,31480,2020,2
BROOME,PERTH,43891,11120,172,57.5,1677,18648240,32408025,19325,2020,3
BROOME,PERTH,43922,1129,55,18.3,1677,1893333,10333674,6162,2020,4
BROOME,PERTH,43952,2111,46,35.3,1677,3540147,10028460,5980,2020,5
BROOME,PERTH,43983,6769,68,75.3,1677,11351613,15071199,8987,2020,6
BROOME,PERTH,44013,19194,160,85,1677,32188338,37880076,22588,2020,7
BROOME,PERTH,44044,24088,186,78.9,1677,40395576,51222288,30544,2020,8
BROOME,PERTH,44075,32850,278,76.6,1677,55089450,71916468,42884,2020,9
BROOME,PERTH,44105,34986,294,76.7,1677,58671522,76471200,45600,2020,10
BROOME,PERTH,44136,27913,278,68.5,1677,46810101,68367936,40768,2020,11
BROOME,PERTH,44166,24346,291,58.2,1677,40828242,70112016,41808,2020,12
BRISBANE,CANBERRA,43466,48438,527,68.6,956,46306728,67519412,70627,2019,1
BRISBANE,CANBERRA,43497,43201,476,67.7,956,41300156,61049204,63859,2019,2
BRISBANE,CANBERRA,43525,51234,523,72.8,956,48979704,67288060,70385,2019,3
BRISBANE,CANBERRA,43556,54584,534,74.7,956,52182304,69830064,73044,2019,4
BRISBANE,CANBERRA,43586,52466,554,69.2,956,50157496,72509732,75847,2019,5
BRISBANE,CANBERRA,43617,52510,528,72.6,956,50199560,69142700,72325,2019,6
BRISBANE,CANBERRA,43647,62171,574,78.3,956,59435476,75915004,79409,2019,7
BRISBANE,CANBERRA,43678,60733,566,77.8,956,58060748,74595724,78029,2019,8
BRISBANE,CANBERRA,43709,60656,558,77,956,57987136,75263012,78727,2019,9
BRISBANE,CANBERRA,43739,61444,575,76.2,956,58740464,77088016,80636,2019,10
BRISBANE,CANBERRA,43770,55726,529,77.1,956,53274056,69124536,72306,2019,11
BRISBANE,CANBERRA,43800,56950,558,74.9,956,54444200,72711448,76058,2019,12
BRISBANE,CANBERRA,43831,52607,530,72.3,956,50292292,69542308,72743,2020,1
BRISBANE,CANBERRA,43862,45616,492,68.7,956,43608896,63486048,66408,2020,2
BRISBANE,CANBERRA,43891,32315,422,56.6,956,30893140,54584732,57097,2020,3
BRISBANE,CANBERRA,43922,0,0,0,956,0,0,0,2020,4
BRISBANE,CANBERRA,43952,0,0,0,956,0,0,0,2020,5
BRISBANE,CANBERRA,43983,4003,78,54.1,956,3826868,7078224,7404,2020,6
BRISBANE,CANBERRA,44013,11389,134,78.5,956,10887884,13869648,14508,2020,7
BRISBANE,CANBERRA,44044,6221,110,46.9,956,5947276,12676560,13260,2020,8
BRISBANE,CANBERRA,44075,4328,79,41.8,956,4137568,9898424,10354,2020,9
BRISBANE,CANBERRA,44105,20966,215,74.8,956,20043496,26812932,28047,2020,10
BRISBANE,CANBERRA,44136,30598,303,72.9,956,29251688,40105156,41951,2020,11
BRISBANE,CANBERRA,44166,38885,382,74.4,956,37174060,49934748,52233,2020,12
BRISBANE,CAIRNS,43466,101163,869,76.1,1391,140717733,184932059,132949,2019,1
BRISBANE,CAIRNS,43497,93158,738,85.4,1391,129582778,151799830,109130,2019,2
BRISBANE,CAIRNS,43525,99615,795,83.6,1391,138564465,165686183,119113,2019,3
BRISBANE,CAIRNS,43556,105053,896,80.7,1391,146128723,181151321,130231,2019,4
BRISBANE,CAIRNS,43586,104658,894,82.7,1391,145579278,176097818,126598,2019,5
BRISBANE,CAIRNS,43617,103936,874,84,1391,144574976,172120949,123739,2019,6
BRISBANE,CAIRNS,43647,119665,988,84.7,1391,166454015,196471795,141245,2019,7
BRISBANE,CAIRNS,43678,115839,932,86.6,1391,161132049,186165876,133836,2019,8
BRISBANE,CAIRNS,43709,109987,914,83.1,1391,152991917,184000089,132279,2019,9
BRISBANE,CAIRNS,43739,118691,938,87.8,1391,165099181,187974176,135136,2019,10
BRISBANE,CAIRNS,43770,110849,855,89.4,1391,154190959,172454789,123979,2019,11
BRISBANE,CAIRNS,43800,110089,884,85.3,1391,153133799,179430654,128994,2019,12
BRISBANE,CAIRNS,43831,109739,933,81.6,1391,152646949,187152095,134545,2020,1
BRISBANE,CAIRNS,43862,79067,785,70.9,1391,109982197,155097891,111501,2020,2
BRISBANE,CAIRNS,43891,61085,675,66.2,1391,84969235,128257155,92205,2020,3
BRISBANE,CAIRNS,43922,3906,122,47.1,1391,5433246,11542518,8298,2020,4
BRISBANE,CAIRNS,43952,4988,119,60.3,1391,6938308,11511916,8276,2020,5
BRISBANE,CAIRNS,43983,18143,206,80,1391,25236913,31550662,22682,2020,6
BRISBANE,CAIRNS,44013,62555,467,90.8,1391,87014005,95825990,68890,2020,7
BRISBANE,CAIRNS,44044,69604,642,78.1,1391,96819164,123985394,89134,2020,8
BRISBANE,CAIRNS,44075,75016,755,75.6,1391,104347256,137992764,99204,2020,9
BRISBANE,CAIRNS,44105,77630,737,77.7,1391,107983330,138944208,99888,2020,10
BRISBANE,CAIRNS,44136,74452,623,83.7,1391,103562732,123761443,88973,2020,11
BRISBANE,CAIRNS,44166,92584,727,81.6,1391,128784344,157888237,113507,2020,12
BRISBANE,DARWIN,43466,27813,234,71.6,2852,79322676,110714640,38820,2019,1
BRISBANE,DARWIN,43497,20510,187,70,2852,58494520,83603528,29314,2019,2
BRISBANE,DARWIN,43525,23626,201,72.9,2852,67381352,92464692,32421,2019,3
BRISBANE,DARWIN,43556,29037,214,83.3,2852,82813524,99369384,34842,2019,4
BRISBANE,DARWIN,43586,29165,226,82.9,2852,83178580,100307692,35171,2019,5
BRISBANE,DARWIN,43617,32996,239,83.6,2852,94104592,112596960,39480,2019,6
BRISBANE,DARWIN,43647,39625,285,83.7,2852,113010500,135013680,47340,2019,7
BRISBANE,DARWIN,43678,35716,257,85.2,2852,101862032,119547284,41917,2019,8
BRISBANE,DARWIN,43709,32518,245,81.2,2852,92741336,114188376,40038,2019,9
BRISBANE,DARWIN,43739,29577,237,77.2,2852,84353604,109328568,38334,2019,10
BRISBANE,DARWIN,43770,25708,201,80.1,2852,73319216,91549200,32100,2019,11
BRISBANE,DARWIN,43800,28523,227,76.1,2852,81347596,106853032,37466,2019,12
BRISBANE,DARWIN,43831,28226,230,74.9,2852,80500552,107548920,37710,2020,1
BRISBANE,DARWIN,43862,19858,169,74.9,2852,56635016,75583704,26502,2020,2
BRISBANE,DARWIN,43891,15128,151,65.7,2852,43145056,65664448,23024,2020,3
BRISBANE,DARWIN,43922,0,0,0,2852,0,0,0,2020,4
BRISBANE,DARWIN,43952,0,0,0,2852,0,0,0,2020,5
BRISBANE,DARWIN,43983,0,0,0,2852,0,0,0,2020,6
BRISBANE,DARWIN,44013,8066,112,66.4,2852,23004232,34634688,12144,2020,7
BRISBANE,DARWIN,44044,11060,130,63.8,2852,31543120,49476496,17348,2020,8
BRISBANE,DARWIN,44075,15789,140,73.4,2852,45030228,61386448,21524,2020,9
BRISBANE,DARWIN,44105,19197,160,76.5,2852,54749844,71602312,25106,2020,10
BRISBANE,DARWIN,44136,17384,153,71.8,2852,49579168,69024104,24202,2020,11
BRISBANE,DARWIN,44166,24347,196,77.1,2852,69437644,90057604,31577,2020,12
BRISBANE,EMERALD,43466,14369,355,59.1,653,9382957,15877042,24314,2019,1
BRISBANE,EMERALD,43497,14910,350,62.7,653,9736230,15536176,23792,2019,2
BRISBANE,EMERALD,43525,16332,375,64.8,653,10664796,16469966,25222,2019,3
BRISBANE,EMERALD,43556,15585,345,66.8,653,10177005,15230572,23324,2019,4
BRISBANE,EMERALD,43586,17295,387,65.8,653,11293635,17153004,26268,2019,5
BRISBANE,EMERALD,43617,16639,360,68.5,653,10865267,15867900,24300,2019,6
BRISBANE,EMERALD,43647,18616,386,70.6,653,12156248,17226140,26380,2019,7
BRISBANE,EMERALD,43678,18119,378,70.8,653,11831707,16716800,25600,2019,8
BRISBANE,EMERALD,43709,17550,373,69,653,11460150,16605790,25430,2019,9
BRISBANE,EMERALD,43739,18854,392,71.8,653,12311662,17153004,26268,2019,10
BRISBANE,EMERALD,43770,17429,366,69.7,653,11381137,16338060,25020,2019,11
BRISBANE,EMERALD,43800,15796,350,66.7,653,10314788,15457816,23672,2019,12
BRISBANE,EMERALD,43831,15792,350,67,653,10312176,15393822,23574,2020,1
BRISBANE,EMERALD,43862,15540,347,65.8,653,10147620,15414718,23606,2020,2
BRISBANE,EMERALD,43891,13052,349,57.1,653,8522956,14921050,22850,2020,3
BRISBANE,EMERALD,43922,0,0,0,653,0,0,0,2020,4
BRISBANE,EMERALD,43952,0,0,0,653,0,0,0,2020,5
BRISBANE,EMERALD,43983,0,0,0,653,0,0,0,2020,6
BRISBANE,EMERALD,44013,0,0,0,653,0,0,0,2020,7
BRISBANE,EMERALD,44044,0,0,0,653,0,0,0,2020,8
BRISBANE,EMERALD,44075,0,0,0,653,0,0,0,2020,9
BRISBANE,EMERALD,44105,0,0,0,653,0,0,0,2020,10
BRISBANE,EMERALD,44136,0,0,0,653,0,0,0,2020,11
BRISBANE,EMERALD,44166,9708,316,46.9,653,6339324,13517100,20700,2020,12
BRISBANE,GLADSTONE,43466,17907,348,67,434,7771638,11593008,26712,2019,1
BRISBANE,GLADSTONE,43497,17927,384,61.5,434,7780318,12650232,29148,2019,2
BRISBANE,GLADSTONE,43525,20586,418,65.1,434,8934324,13732194,31641,2019,3
BRISBANE,GLADSTONE,43556,20497,407,66.5,434,8895698,13380220,30830,2019,4
BRISBANE,GLADSTONE,43586,21006,436,64.5,434,9116604,14126700,32550,2019,5
BRISBANE,GLADSTONE,43617,19946,408,64.9,434,8656564,13348104,30756,2019,6
BRISBANE,GLADSTONE,43647,22526,435,69.3,434,9776284,14116718,32527,2019,7
BRISBANE,GLADSTONE,43678,21419,431,65.9,434,9295846,14104132,32498,2019,8
BRISBANE,GLADSTONE,43709,21364,417,68.2,434,9271976,13602428,31342,2019,9
BRISBANE,GLADSTONE,43739,22692,438,68.6,434,9848328,14351512,33068,2019,10
BRISBANE,GLADSTONE,43770,21574,418,68.2,434,9363116,13733496,31644,2019,11
BRISBANE,GLADSTONE,43800,20343,397,67.8,434,8828862,13026076,30014,2019,12
BRISBANE,GLADSTONE,43831,18976,401,62.7,434,8235584,13140652,30278,2020,1
BRISBANE,GLADSTONE,43862,18277,400,60.6,434,7932218,13095516,30174,2020,2
BRISBANE,GLADSTONE,43891,13274,372,47.3,434,5760916,12186720,28080,2020,3
BRISBANE,GLADSTONE,43922,1015,110,12.2,434,440510,3610880,8320,2020,4
BRISBANE,GLADSTONE,43952,1342,44,39.3,434,582428,1480808,3412,2020,5
BRISBANE,GLADSTONE,43983,2384,54,57.1,434,1034656,1810648,4172,2020,6
BRISBANE,GLADSTONE,44013,0,0,0,434,0,0,0,2020,7
BRISBANE,GLADSTONE,44044,0,0,0,434,0,0,0,2020,8
BRISBANE,GLADSTONE,44075,0,0,0,434,0,0,0,2020,9
BRISBANE,GLADSTONE,44105,8580,243,45.9,434,3723720,8114932,18698,2020,10
BRISBANE,GLADSTONE,44136,9887,259,49.6,434,4290958,8647016,19924,2020,11
BRISBANE,GLADSTONE,44166,11708,272,56.4,434,5081272,9002896,20744,2020,12
BRISBANE,HOBART,43466,25674,179,80.8,1791,45982134,56932308,31788,2019,1
BRISBANE,HOBART,43497,18948,134,79.3,1791,33935868,42812064,23904,2019,2
BRISBANE,HOBART,43525,19831,142,78.4,1791,35517321,45297972,25292,2019,3
BRISBANE,HOBART,43556,20991,140,84.6,1791,37594881,44454411,24821,2019,4
BRISBANE,HOBART,43586,15075,109,81.5,1791,26999325,33146037,18507,2019,5
BRISBANE,HOBART,43617,15742,112,81.8,1791,28193922,34466004,19244,2019,6
BRISBANE,HOBART,43647,19781,132,86.1,1791,35427771,41135688,22968,2019,7
BRISBANE,HOBART,43678,18642,126,83.3,1791,33387822,40068252,22372,2019,8
BRISBANE,HOBART,43709,19204,126,86,1791,34394364,39989448,22328,2019,9
BRISBANE,HOBART,43739,20974,132,89.5,1791,37564434,41984622,23442,2019,10
BRISBANE,HOBART,43770,21124,139,85.4,1791,37833084,44277102,24722,2019,11
BRISBANE,HOBART,43800,25414,171,83.5,1791,45516474,54494757,30427,2019,12
BRISBANE,HOBART,43831,27011,174,86.8,1791,48376701,55718010,31110,2020,1
BRISBANE,HOBART,43862,19518,131,84.1,1791,34956738,41572692,23212,2020,2
BRISBANE,HOBART,43891,14112,110,72.2,1791,25274592,35028378,19558,2020,3
BRISBANE,HOBART,43922,0,0,0,1791,0,0,0,2020,4
BRISBANE,HOBART,43952,0,0,0,1791,0,0,0,2020,5
BRISBANE,HOBART,43983,0,0,0,1791,0,0,0,2020,6
BRISBANE,HOBART,44013,0,0,0,1791,0,0,0,2020,7
BRISBANE,HOBART,44044,0,0,0,1791,0,0,0,2020,8
BRISBANE,HOBART,44075,0,0,0,1791,0,0,0,2020,9
BRISBANE,HOBART,44105,0,0,0,1791,0,0,0,2020,10
BRISBANE,HOBART,44136,12236,74,90,1791,21914676,24343272,13592,2020,11
BRISBANE,HOBART,44166,26820,218,75.7,1791,48034620,63433638,35418,2020,12
BRISBANE,HAMILTON ISLAND,43466,9175,117,62,888,8147400,13144176,14802,2019,1
BRISBANE,HAMILTON ISLAND,43497,9983,111,71.7,888,8864904,12366288,13926,2019,2
BRISBANE,HAMILTON ISLAND,43525,9783,122,64.1,888,8687304,13547328,15256,2019,3
BRISBANE,HAMILTON ISLAND,43556,10818,118,70.9,888,9606384,13547328,15256,2019,4
BRISBANE,HAMILTON ISLAND,43586,10069,118,66.9,888,8941272,13369728,15056,2019,5
BRISBANE,HAMILTON ISLAND,43617,9905,119,66.8,888,8795640,13169040,14830,2019,6
BRISBANE,HAMILTON ISLAND,43647,11405,119,73.4,888,10127640,13799520,15540,2019,7
BRISBANE,HAMILTON ISLAND,43678,12628,124,80.6,888,11213664,13918512,15674,2019,8
BRISBANE,HAMILTON ISLAND,43709,12425,124,80.5,888,11033400,13710720,15440,2019,9
BRISBANE,HAMILTON ISLAND,43739,12530,124,80.5,888,11126640,13827936,15572,2019,10
BRISBANE,HAMILTON ISLAND,43770,11669,120,77.3,888,10362072,13410576,15102,2019,11
BRISBANE,HAMILTON ISLAND,43800,12021,124,75.3,888,10674648,14184912,15974,2019,12
BRISBANE,HAMILTON ISLAND,43831,11666,123,74.9,888,10359408,13827048,15571,2020,1
BRISBANE,HAMILTON ISLAND,43862,8878,114,62.3,888,7883664,12659328,14256,2020,2
BRISBANE,HAMILTON ISLAND,43891,6578,97,54.5,888,5841264,10725264,12078,2020,3
BRISBANE,HAMILTON ISLAND,43922,0,0,0,888,0,0,0,2020,4
BRISBANE,HAMILTON ISLAND,43952,0,0,0,888,0,0,0,2020,5
BRISBANE,HAMILTON ISLAND,43983,0,0,0,888,0,0,0,2020,6
BRISBANE,HAMILTON ISLAND,44013,0,0,0,888,0,0,0,2020,7
BRISBANE,HAMILTON ISLAND,44044,0,0,0,888,0,0,0,2020,8
BRISBANE,HAMILTON ISLAND,44075,0,0,0,888,0,0,0,2020,9
BRISBANE,HAMILTON ISLAND,44105,17984,160,72.2,888,15969792,22113864,24903,2020,10
BRISBANE,HAMILTON ISLAND,44136,18863,144,75.5,888,16750344,22199112,24999,2020,11
BRISBANE,HAMILTON ISLAND,44166,22349,210,66.8,888,19845912,29722248,33471,2020,12
BRISBANE,MOUNT ISA,43466,9156,132,63.1,1573,14402388,22822657,14509,2019,1
BRISBANE,MOUNT ISA,43497,9650,135,67.6,1573,15179450,22462440,14280,2019,2
BRISBANE,MOUNT ISA,43525,10699,124,68.6,1573,16829527,24694527,15699,2019,3
BRISBANE,MOUNT ISA,43556,11313,141,68.4,1573,17795349,26001690,16530,2019,4
BRISBANE,MOUNT ISA,43586,12146,144,71.6,1573,19105658,26717405,16985,2019,5
BRISBANE,MOUNT ISA,43617,11881,138,72.8,1573,18688813,25665068,16316,2019,6
BRISBANE,MOUNT ISA,43647,12891,148,75,1573,20277543,27039870,17190,2019,7
BRISBANE,MOUNT ISA,43678,13501,147,77.2,1573,21237073,27521208,17496,2019,8
BRISBANE,MOUNT ISA,43709,12346,152,76.6,1573,19420258,25363052,16124,2019,9
BRISBANE,MOUNT ISA,43739,13133,147,77.8,1573,20658209,26558532,16884,2019,10
BRISBANE,MOUNT ISA,43770,13003,139,78.9,1573,20453719,25932478,16486,2019,11
BRISBANE,MOUNT ISA,43800,11305,131,73.8,1573,17782765,24090495,15315,2019,12
BRISBANE,MOUNT ISA,43831,11191,148,70.7,1573,17603443,24902163,15831,2020,1
BRISBANE,MOUNT ISA,43862,10614,134,66.8,1573,16695822,24988678,15886,2020,2
BRISBANE,MOUNT ISA,43891,9073,122,61.4,1573,14271829,23261524,14788,2020,3
BRISBANE,MOUNT ISA,43922,2240,36,39.3,1573,3523520,8966100,5700,2020,4
BRISBANE,MOUNT ISA,43952,0,0,0,1573,0,0,0,2020,5
BRISBANE,MOUNT ISA,43983,0,0,0,1573,0,0,0,2020,6
BRISBANE,MOUNT ISA,44013,0,0,0,1573,0,0,0,2020,7
BRISBANE,MOUNT ISA,44044,0,0,0,1573,0,0,0,2020,8
BRISBANE,MOUNT ISA,44075,0,0,0,1573,0,0,0,2020,9
BRISBANE,MOUNT ISA,44105,0,0,0,1573,0,0,0,2020,10
BRISBANE,MOUNT ISA,44136,8728,124,45.2,1573,13729144,30377776,19312,2020,11
BRISBANE,MOUNT ISA,44166,9238,119,48.7,1573,14531374,29866551,18987,2020,12
BRISBANE,MELBOURNE,43466,296590,2216,80.9,1381,409590790,506371270,366670,2019,1
BRISBANE,MELBOURNE,43497,255981,1956,78.6,1381,353509761,449536215,325515,2019,2
BRISBANE,MELBOURNE,43525,295315,2133,81.2,1381,407830015,502505851,363871,2019,3
BRISBANE,MELBOURNE,43556,307006,2137,82.8,1381,423975286,512099658,370818,2019,4
BRISBANE,MELBOURNE,43586,276350,2017,80.8,1381,381639350,472052039,341819,2019,5
BRISBANE,MELBOURNE,43617,275212,1991,81.4,1381,379863384,466702045,338119,2019,6
BRISBANE,MELBOURNE,43647,330830,2259,85.4,1381,456876230,534908254,387334,2019,7
BRISBANE,MELBOURNE,43678,306282,2108,85.4,1381,422975442,495523515,358815,2019,8
BRISBANE,MELBOURNE,43709,312075,2111,86.6,1381,430735281,497462439,360393,2019,9
BRISBANE,MELBOURNE,43739,331472,2211,87.4,1381,457762832,523548148,379108,2019,10
BRISBANE,MELBOURNE,43770,306718,2077,86.7,1381,423577558,488666850,353850,2019,11
BRISBANE,MELBOURNE,43800,314850,2205,85.8,1381,434807850,506878097,367037,2019,12
BRISBANE,MELBOURNE,43831,308815,2132,85.7,1381,426473515,497517679,360259,2020,1
BRISBANE,MELBOURNE,43862,239671,1891,76.1,1381,330985651,435129623,315083,2020,2
BRISBANE,MELBOURNE,43891,168894,1663,61.6,1381,233242614,378532100,274100,2020,3
BRISBANE,MELBOURNE,43922,8637,257,36.5,1381,11927697,32659269,23649,2020,4
BRISBANE,MELBOURNE,43952,16128,267,55.5,1381,22272768,40134622,29062,2020,5
BRISBANE,MELBOURNE,43983,27098,355,60.8,1381,37422338,61501454,44534,2020,6
BRISBANE,MELBOURNE,44013,6580,232,36.8,1381,9086980,24692280,17880,2020,7
BRISBANE,MELBOURNE,44044,3677,138,37.8,1381,5077937,13417796,9716,2020,8
BRISBANE,MELBOURNE,44075,4401,182,50.9,1381,6077781,11940126,8646,2020,9
BRISBANE,MELBOURNE,44105,6050,174,57.8,1381,8355050,14456308,10468,2020,10
BRISBANE,MELBOURNE,44136,6220,220,38.5,1381,8589820,22311436,16156,2020,11
BRISBANE,MELBOURNE,44166,132589,1138,78.2,1381,183105409,234111263,169523,2020,12
BRISBANE,MACKAY,43466,58371,622,71.2,797,46521687,65310962,81946,2019,1
BRISBANE,MACKAY,43497,54441,571,72.6,797,43389477,59728774,74942,2019,2
BRISBANE,MACKAY,43525,61198,621,75.4,797,48774806,64619166,81078,2019,3
BRISBANE,MACKAY,43556,61140,633,73.4,797,48728580,66339889,83237,2019,4
BRISBANE,MACKAY,43586,65378,678,74.7,797,52106266,69798072,87576,2019,5
BRISBANE,MACKAY,43617,62406,639,75.4,797,49737582,65976457,82781,2019,6
BRISBANE,MACKAY,43647,68800,697,77.3,797,54833600,70916263,88979,2019,7
BRISBANE,MACKAY,43678,69350,688,78.3,797,55271950,70552034,88522,2019,8
BRISBANE,MACKAY,43709,69701,669,80.7,797,55551697,68815371,86343,2019,9
BRISBANE,MACKAY,43739,71185,684,82.3,797,56734445,68966004,86532,2019,10
BRISBANE,MACKAY,43770,66122,637,81,797,52699234,65091787,81671,2019,11
BRISBANE,MACKAY,43800,67545,636,83.1,797,53833365,64784145,81285,2019,12
BRISBANE,MACKAY,43831,62875,627,77.1,797,50111375,64985786,81538,2020,1
BRISBANE,MACKAY,43862,58246,616,74.3,797,46422062,62465672,78376,2020,2
BRISBANE,MACKAY,43891,44894,569,64.2,797,35780518,55716676,69908,2020,3
BRISBANE,MACKAY,43922,6121,186,42.5,797,4878437,11484770,14410,2020,4
BRISBANE,MACKAY,43952,5741,108,56.7,797,4575577,8067234,10122,2020,5
BRISBANE,MACKAY,43983,14021,182,77.3,797,11174737,14452001,18133,2020,6
BRISBANE,MACKAY,44013,28035,282,75.3,797,22343895,29661152,37216,2020,7
BRISBANE,MACKAY,44044,27674,363,54.2,797,22056178,40677286,51038,2020,8
BRISBANE,MACKAY,44075,30264,364,58.3,797,24120408,41364300,51900,2020,9
BRISBANE,MACKAY,44105,34907,392,62.4,797,27820879,44612075,55975,2020,10
BRISBANE,MACKAY,44136,37059,395,64.6,797,29536023,45692807,57331,2020,11
BRISBANE,MACKAY,44166,45599,486,67.2,797,36342403,54050149,67817,2020,12
BRISBANE,MORANBAH,43466,0,0,0,780,0,0,0,2019,1
BRISBANE,MORANBAH,43497,0,0,0,780,0,0,0,2019,2
BRISBANE,MORANBAH,43525,0,0,0,780,0,0,0,2019,3
BRISBANE,MORANBAH,43556,0,0,0,780,0,0,0,2019,4
BRISBANE,MORANBAH,43586,0,0,0,780,0,0,0,2019,5
BRISBANE,MORANBAH,43617,0,0,0,780,0,0,0,2019,6
BRISBANE,MORANBAH,43647,0,0,0,780,0,0,0,2019,7
BRISBANE,MORANBAH,43678,0,0,0,780,0,0,0,2019,8
BRISBANE,MORANBAH,43709,0,0,0,780,0,0,0,2019,9
BRISBANE,MORANBAH,43739,0,0,0,780,0,0,0,2019,10
BRISBANE,MORANBAH,43770,0,0,0,780,0,0,0,2019,11
BRISBANE,MORANBAH,43800,0,0,0,780,0,0,0,2019,12
BRISBANE,MORANBAH,43831,0,0,0,780,0,0,0,2020,1
BRISBANE,MORANBAH,43862,0,0,0,780,0,0,0,2020,2
BRISBANE,MORANBAH,43891,0,0,0,780,0,0,0,2020,3
BRISBANE,MORANBAH,43922,0,0,0,780,0,0,0,2020,4
BRISBANE,MORANBAH,43952,0,0,0,780,0,0,0,2020,5
BRISBANE,MORANBAH,43983,0,0,0,780,0,0,0,2020,6
